530.76,791.09,921.69,0
196.87,501.94,641.4,0
82.55,981.46,400.16,1
359.73,525.7,966.2,0
451.1,283.81,881.59,1
425.03,566.34,507.68,0
339.98,851.77,302.64,0
203.21,634.8,200.3,1
576.2,178.55,117.55,1
973.79,310.66,701.73,0
760.81,848.35,579.74,1
969.31,516.31,53.94,0
930.5,651.79,924.58,1
673.14,308.59,288.44,1
821.7,611.65,849.19,1
876.87,879.85,490.94,1
170.86,366.94,863.94,1
569.6,620.03,536.88,1
734.92,468.76,901.38,1
199.11,211.57,728.57,0
49.87,254.0,333.38,0
401.31,765.35,933.9,1
404.61,609.4,338.66,1
296.44,693.87,592.72,1
366.91,596.71,984.07,0
564.48,290.79,474.48,0
598.54,931.93,646.09,1
160.57,305.99,523.9,0
478.68,306.94,66.71,0
325.49,870.12,36.2,1
751.92,862.8,554.81,1
337.37,603.0,340.28,0
382.9,418.16,189.06,1
54.45,438.39,69.2,1
1.12,385.47,219.22,1
770.6,196.93,432.45,0
693.73,186.99,719.29,0
165.92,719.41,362.52,0
33.17,714.28,208.78,1
47.85,469.24,880.08,0
443.32,403.09,236.0,0
266.26,85.85,562.38,1
163.48,108.46,127.9,0
850.65,61.28,985.12,0
425.26,980.12,776.08,1
320.87,109.3,46.61,1
931.05,460.7,15.42,0
428.5,130.21,373.0,1
925.06,964.02,825.38,0
560.11,46.31,189.71,1
330.56,562.71,329.44,1
287.46,771.5,830.43,0
936.71,146.26,347.46,1
881.04,919.02,737.44,1
700.59,976.0,300.67,0
892.32,19.89,412.29,1
298.89,404.14,92.5,0
651.06,877.7,914.52,0
889.94,308.01,949.25,0
825.8,601.06,956.58,0
534.99,628.57,394.32,0
43.37,110.14,797.33,0
452.37,690.34,639.16,1
964.08,901.05,802.32,1
368.44,551.76,390.15,1
484.88,445.0,717.15,0
672.56,725.36,590.64,1
549.24,752.94,355.78,0
326.31,319.93,471.97,0
878.23,221.59,354.69,1
12.73,919.85,903.23,0
746.58,419.66,0.93,1
384.38,754.13,69.21,1
510.15,345.12,374.88,1
65.8,376.79,512.72,1
292.61,140.11,872.5,0
384.13,811.31,883.28,0
342.19,403.97,784.39,1
778.88,680.94,78.64,0
557.1,263.7,763.24,1
560.78,188.5,374.84,0
152.86,234.38,533.35,1
622.43,481.99,714.92,1
966.34,352.28,372.75,0
531.18,485.08,772.5,0
730.92,260.38,556.69,0
960.28,751.58,785.95,0
349.34,620.3,377.23,0
335.1,199.62,475.83,1
991.74,478.24,584.24,1
470.96,695.3,203.66,0
492.62,207.13,674.3,1
793.85,478.69,851.92,0
5.25,995.19,654.42,0
566.64,176.5,253.79,1
124.58,709.04,890.21,1
923.56,242.52,932.4,1
330.89,450.12,471.77,1
69.83,686.93,527.19,0
676.34,914.06,901.24,1
28.31,428.43,351.05,1
40.46,380.14,403.8,1
548.69,416.16,609.42,1
892.58,639.97,518.55,1
229.58,972.33,705.27,0
568.43,287.67,486.35,1
571.5,815.28,140.31,0
221.22,695.33,937.0,1
826.29,578.26,644.27,0
469.37,565.81,924.43,0
52.61,245.14,709.09,0
887.68,832.5,328.0,1
762.27,548.32,845.69,1
387.0,939.55,542.76,0
98.22,686.34,779.62,1
182.53,357.59,761.72,0
954.03,957.97,868.94,1
885.38,920.42,858.91,1
36.93,691.3,526.36,1
390.79,403.6,130.92,1
477.52,575.04,882.93,0
674.92,249.13,225.54,0
625.67,432.22,766.25,1
295.59,148.14,499.17,0
445.64,897.55,952.59,0
457.87,768.04,869.85,0
202.92,176.34,777.53,1
234.08,275.6,568.35,1
439.08,977.61,934.95,0
604.39,406.58,458.17,0
459.86,947.26,718.87,0
697.18,248.56,482.13,1
838.04,340.59,897.5,1
300.79,79.8,28.73,1
721.09,701.28,20.01,0
726.17,267.32,221.23,0
222.79,208.28,18.39,0
665.35,957.09,200.12,0
95.41,938.98,173.13,0
449.66,917.35,552.75,0
655.0,82.87,886.17,1
694.32,361.06,139.62,0
402.21,351.2,372.73,1
50.81,604.36,747.68,1
297.35,868.56,668.28,1
60.4,819.39,220.18,1
107.46,458.04,584.91,1
908.79,678.08,586.05,0
246.32,610.15,657.67,1
188.07,538.73,579.05,1
722.51,591.46,766.47,1
432.34,876.61,881.85,1
388.93,217.61,448.98,1
788.23,232.83,726.62,0
663.47,821.69,849.71,1
858.45,694.35,36.95,0
639.26,464.17,291.14,0
413.83,292.57,457.43,0
538.58,836.66,907.51,1
382.66,501.86,131.19,0
10.32,842.18,18.87,0
536.77,696.39,424.05,0
891.52,732.98,578.82,1
695.31,550.8,912.31,1
85.71,286.67,204.14,1
891.02,901.14,183.01,1
406.19,382.13,809.3,1
536.79,421.6,711.15,0
945.58,153.58,680.04,0
683.81,988.06,133.44,0
377.24,661.49,330.02,0
282.74,913.77,989.62,0
705.08,105.8,468.83,0
695.16,880.55,280.98,1
113.2,966.38,868.5,1
251.54,387.52,143.98,1
71.44,388.13,843.05,0
488.66,747.33,641.59,0
250.3,546.73,931.09,1
744.17,162.71,508.21,0
354.04,149.86,532.81,1
498.5,170.31,79.43,1
466.09,803.52,606.17,1
164.1,986.17,330.26,0
495.16,847.11,870.09,0
493.77,631.86,307.15,1
851.99,919.98,183.29,1
223.0,763.74,206.22,0
15.48,534.27,244.89,1
832.48,813.79,988.48,1
908.37,928.36,998.05,0
12.77,482.71,950.77,0
473.05,556.11,273.55,0
680.24,801.72,927.55,0
605.31,165.56,277.11,1
985.29,482.79,404.08,1
999.69,96.74,702.32,1
560.91,369.85,406.58,1
197.33,675.89,383.7,1
89.3,38.36,121.18,0
545.22,962.46,863.51,0
829.13,53.63,799.97,1
12.24,860.46,351.8,1
856.83,727.41,87.24,0
161.19,656.56,257.98,0
426.99,584.66,204.4,0
910.5,992.15,451.0,1
125.37,16.17,674.2,1
922.45,666.63,614.06,0
654.99,937.61,67.07,0
28.8,988.18,716.7,0
195.56,66.16,457.23,0
