100.68,583.77,46.79,0
870.89,307.84,547.38,0
374.01,227.61,292.05,0
862.28,865.31,257.34,0
755.95,784.87,694.82,1
780.66,289.07,791.4,0
703.26,699.9,960.68,1
816.49,468.79,740.85,1
110.1,363.09,377.06,0
287.73,940.4,616.08,0
221.66,542.2,836.25,0
458.6,391.07,691.26,0
733.62,138.57,900.96,0
139.67,88.78,671.29,0
379.18,762.64,136.03,0
479.03,608.8,273.96,0
797.16,342.18,655.29,0
999.03,86.52,662.46,0
469.7,98.66,123.68,0
545.57,76.7,964.28,0
20.71,570.98,451.23,0
221.57,651.62,276.13,0
949.33,639.12,62.32,0
138.43,816.83,190.04,0
148.73,371.41,496.69,0
796.98,287.01,196.66,0
135.31,828.77,907.14,0
91.75,830.03,917.61,0
575.29,642.65,520.58,0
133.63,451.26,48.55,0
828.78,760.34,378.75,0
439.93,908.87,497.6,0
945.44,43.97,959.2,0
501.28,59.74,95.58,0
590.53,839.15,606.47,1
675.01,741.89,242.73,0
290.61,718.07,716.74,0
871.91,667.48,367.82,0
841.34,852.57,327.81,1
439.0,841.79,997.39,1
488.94,61.07,810.5,0
602.12,942.69,369.78,0
211.08,59.24,271.2,0
649.27,220.61,776.4,0
550.82,581.56,787.38,0
667.03,800.21,546.45,1
696.89,503.88,957.46,1
886.4,89.53,238.12,0
812.77,610.51,959.84,1
987.59,907.54,905.23,1
391.23,917.23,663.07,0
152.43,219.8,586.54,0
29.21,901.6,372.11,0
931.87,466.74,963.96,1
658.31,552.28,63.43,0
928.51,995.08,654.26,1
163.31,154.8,211.64,0
980.32,435.27,163.36,0
623.7,906.22,844.45,1
124.75,776.05,82.0,0
385.15,599.69,509.41,0
886.35,569.43,869.26,1
594.45,224.52,399.39,0
461.01,12.58,214.86,0
243.42,741.11,521.49,0
350.28,427.03,51.82,0
50.51,91.74,372.26,0
992.74,295.25,139.76,0
534.01,470.82,628.44,0
686.68,536.41,406.57,0
107.01,219.61,527.41,0
987.26,831.34,836.52,1
591.68,765.83,209.79,0
748.62,15.27,164.96,0
520.28,84.99,349.86,0
682.43,143.06,322.73,0
542.43,763.43,117.49,0
318.52,255.35,61.77,0
569.19,60.36,668.26,0
194.45,40.66,128.53,0
258.34,660.18,875.45,0
141.19,333.32,94.11,0
193.4,41.96,707.63,0
624.54,187.15,972.63,0
612.03,731.61,84.99,0
678.16,69.99,762.36,0
265.0,947.63,52.94,0
676.04,441.07,347.67,0
963.93,730.95,508.61,1
453.32,947.78,894.24,1
870.14,682.52,632.39,1
951.47,937.33,435.96,1
562.05,350.45,865.26,0
359.86,50.27,782.25,0
676.76,575.91,610.19,0
853.58,151.8,283.21,0
995.76,727.77,51.14,0
160.53,680.4,109.48,0
852.38,614.72,102.69,0
605.66,492.94,51.2,0
47.54,313.98,365.99,0
871.05,91.57,151.36,0
453.44,290.02,489.99,0
91.85,557.89,793.77,0
319.7,494.3,60.87,0
291.83,0.35,800.26,0
206.01,596.2,429.98,0
918.41,834.33,506.13,1
644.69,229.72,675.21,0
833.29,642.64,432.56,0
929.77,809.83,46.33,0
568.64,331.2,211.36,0
357.79,669.07,863.77,0
6.39,262.28,140.85,0
734.95,347.44,556.78,0
513.91,886.99,14.84,0
610.13,378.29,915.76,0
607.22,15.78,716.85,0
987.37,355.12,897.2,1
432.52,278.91,518.01,0
967.92,148.5,111.97,0
709.69,605.98,788.25,1
541.5,445.07,703.21,0
423.42,936.39,561.11,0
242.68,99.96,463.8,0
193.44,463.53,985.61,0
768.2,353.44,868.78,0
51.81,554.99,97.34,0
895.93,608.59,510.07,1
599.89,181.33,401.84,0
902.64,52.46,612.5,0
120.9,208.27,931.02,0
185.16,873.69,552.5,0
992.91,84.41,895.75,0
185.96,26.72,134.72,0
57.3,118.09,245.78,0
359.46,713.51,368.58,0
400.7,24.14,750.93,0
918.87,474.5,131.3,0
258.59,300.4,278.09,0
643.08,658.49,259.73,0
741.98,212.47,308.45,0
177.76,493.5,256.11,0
560.79,92.82,674.44,0
997.23,356.87,946.85,1
816.64,225.95,987.46,1
752.3,316.23,761.12,0
470.39,93.5,865.49,0
970.7,904.43,706.93,1
946.92,513.04,671.82,1
762.67,138.5,647.51,0
351.01,919.03,876.84,1
895.56,270.41,864.62,1
851.47,450.74,838.31,1
219.16,962.45,913.01,1
100.71,268.66,625.62,0
98.72,806.69,727.94,0
739.34,513.53,837.84,1
794.89,74.79,626.3,0
82.61,253.25,728.76,0
413.63,252.04,793.93,0
475.5,486.57,648.42,0
269.0,778.0,977.68,1
799.49,693.33,314.05,0
384.09,311.33,417.94,0
796.57,657.07,625.52,1
147.02,0.1,664.48,0
298.47,892.53,671.26,0
611.76,546.62,341.84,0
951.77,489.0,671.74,1
352.01,39.16,643.04,0
779.6,125.29,155.69,0
267.79,608.83,377.63,0
563.65,821.39,374.5,0
736.86,462.94,442.92,0
94.88,240.16,316.11,0
836.69,813.51,491.05,1
158.88,19.99,529.44,0
74.02,110.52,70.07,0
620.73,334.5,218.32,0
376.8,431.86,917.26,0
451.12,322.23,432.34,0
802.6,633.75,214.79,0
956.07,977.56,817.63,1
859.98,906.64,674.08,1
587.7,437.77,600.04,0
277.47,355.0,448.45,0
745.82,264.48,674.57,0
839.72,937.35,79.01,0
356.86,499.67,768.25,0
281.82,163.86,825.82,0
36.08,380.14,229.72,0
850.28,965.06,570.63,1
605.35,786.88,218.85,0
480.9,548.51,899.8,0
344.7,170.48,697.87,0
262.2,864.94,770.02,0
649.19,300.77,95.05,0
574.06,663.61,203.88,0
258.12,794.04,717.59,0
169.18,282.52,603.96,0
91.21,235.92,649.08,0
947.97,280.42,12.15,0
803.19,972.43,787.8,1
801.08,68.52,147.14,0
786.85,635.12,563.06,0
404.22,440.41,378.07,0
583.88,923.36,163.25,0
953.09,601.86,998.11,1
86.85,787.05,17.29,0
917.34,7.24,28.78,0
947.79,746.61,184.26,0
698.33,251.71,861.51,0
804.13,760.11,487.96,1
708.77,678.11,102.06,0
398.59,729.26,893.26,1
178.22,751.51,485.35,0
166.18,169.82,500.19,0
197.89,768.91,439.78,0
327.49,388.4,623.45,0
830.41,567.75,66.83,0
793.9,247.81,694.08,0
54.28,807.87,263.87,0
124.29,49.11,855.32,0
150.9,524.64,988.42,0
768.94,617.41,713.94,1
294.11,553.58,384.87,0
821.19,557.01,327.26,0
656.21,313.86,598.79,0
698.21,466.15,470.89,0
795.13,146.49,365.07,0
