785.12,734.09,104.85,1
204.9,603.71,344.01,0
914.05,26.24,712.38,1
707.81,290.65,297.87,0
580.36,684.39,790.9,1
66.52,191.67,517.71,0
567.28,563.8,465.59,0
776.73,169.37,718.6,1
844.54,539.38,588.67,1
702.23,644.64,591.65,0
717.69,802.12,151.93,1
105.56,922.64,6.54,1
153.93,460.52,854.01,1
235.14,538.28,967.44,1
67.78,123.48,573.14,0
434.47,317.33,40.46,0
850.85,126.2,331.23,1
758.57,457.96,604.63,1
943.65,488.51,818.55,1
934.81,984.08,969.26,1
596.1,551.51,100.43,0
452.08,464.19,884.35,1
652.16,122.94,399.65,0
799.08,972.05,802.75,1
83.24,371.99,156.09,0
802.58,219.77,117.22,1
849.43,619.12,875.76,1
716.69,112.55,695.05,0
591.34,286.11,988.32,1
798.37,869.22,803.88,1
139.11,559.45,426.69,0
331.95,240.54,806.74,1
933.16,765.71,913.05,1
619.91,577.83,851.54,1
409.49,616.39,687.69,0
514.98,591.92,666.87,0
849.95,487.74,679.52,1
915.55,97.36,194.69,1
326.51,603.77,127.64,0
23.57,653.64,433.11,0
391.7,372.88,376.47,0
3.07,54.6,573.2,0
918.48,648.16,867.6,1
195.67,853.53,422.77,1
651.26,996.13,461.91,1
808.38,356.16,177.6,1
509.47,224.7,631.89,0
158.35,897.73,531.19,1
549.34,483.56,3.94,0
673.77,404.61,855.22,1
351.07,100.06,227.35,0
246.81,802.62,606.49,1
810.69,298.6,215.62,1
298.0,511.67,226.7,0
141.06,113.97,394.34,0
393.9,674.87,376.16,0
202.21,552.2,417.3,0
835.88,751.5,660.46,1
463.6,143.85,283.55,0
766.53,300.71,648.9,1
287.68,918.05,487.22,1
90.94,523.34,581.3,0
117.98,715.48,742.52,0
78.14,326.72,394.27,0
668.52,454.55,886.06,1
104.53,47.93,126.43,0
578.08,514.4,324.84,0
397.31,32.7,358.48,0
709.99,309.81,261.1,0
100.1,621.47,607.82,0
44.64,985.2,326.36,1
588.0,934.43,82.85,1
537.63,492.13,157.78,0
71.3,194.35,65.84,0
827.85,590.66,134.96,1
743.39,649.08,388.42,0
672.65,516.43,73.29,0
743.84,137.61,233.24,0
182.47,992.64,655.68,1
659.42,397.39,106.02,0
993.28,953.07,653.38,1
669.82,311.09,466.89,0
692.5,939.88,989.98,1
322.6,448.97,878.99,1
170.11,709.19,225.07,0
220.39,279.16,588.68,0
708.92,513.77,169.44,0
663.49,651.46,794.32,1
392.18,490.77,965.18,1
564.09,527.52,300.69,0
874.51,648.56,932.42,1
860.52,415.13,652.54,1
851.89,776.49,743.23,1
558.54,869.36,94.91,1
712.43,664.1,389.28,0
888.61,828.37,304.27,1
731.44,312.16,311.86,0
721.83,706.67,13.83,0
376.71,582.69,954.76,1
491.41,232.44,655.5,0
699.73,610.3,730.13,0
997.64,8.81,397.38,1
188.96,137.62,879.65,1
562.32,441.83,709.68,0
63.6,280.29,986.31,1
429.46,405.99,259.5,0
963.89,163.1,692.97,1
790.27,859.53,934.79,1
515.46,401.68,887.77,1
570.24,192.31,519.13,0
813.88,110.21,510.5,1
512.5,128.98,306.52,0
630.0,101.27,1.95,0
868.88,311.5,167.67,1
886.07,864.65,634.59,1
34.16,710.58,322.84,0
264.5,106.9,705.54,0
688.09,579.97,728.6,0
403.47,670.03,204.43,0
163.78,961.05,884.64,1
240.94,656.37,153.38,0
680.44,198.97,374.36,0
338.8,73.1,552.58,0
974.11,366.83,471.01,1
477.32,31.71,508.82,0
637.02,997.6,83.36,1
170.72,936.35,389.42,1
460.93,757.17,419.89,1
827.79,963.76,912.91,1
410.56,180.02,365.3,0
694.46,653.02,953.5,1
430.6,704.01,886.6,1
23.82,494.85,254.88,0
534.53,940.15,656.61,1
939.62,644.89,71.72,1
716.99,779.9,769.62,1
561.68,952.02,641.53,1
905.65,36.49,304.92,1
619.16,69.04,978.22,1
801.34,27.74,427.19,1
271.1,811.36,348.93,1
976.13,544.15,964.41,1
849.32,645.42,646.47,1
934.94,861.34,905.66,1
329.4,67.94,9.23,0
356.83,83.03,743.04,0
214.08,560.49,991.34,1
87.84,462.72,628.81,0
